262578315	-0.417558	-0.121254	0.174365	0.00136941	-0.305884	-0.952061	-0.00371526
270441888	-0.417557	-0.121252	0.174359	0.00135607	-0.305866	-0.952066	-0.00371369
278592813	-0.417554	-0.121258	0.17437	0.00137918	-0.305878	-0.952062	-0.00372469
286655075	-0.417553	-0.121249	0.174373	0.00136398	-0.305883	-0.952061	-0.0037172
294637849	-0.417543	-0.121257	0.174355	0.00133372	-0.305883	-0.952061	-0.00372165
302580060	-0.41755	-0.121256	0.174363	0.00136018	-0.305872	-0.952064	-0.00372488
310526356	-0.417548	-0.121249	0.174352	0.001353	-0.305861	-0.952068	-0.00374035
318465757	-0.417539	-0.121275	0.174361	0.0013486	-0.305861	-0.952068	-0.00371002
326520992	-0.417549	-0.121259	0.174342	0.0013357	-0.305866	-0.952066	-0.00372727
334464028	-0.417544	-0.121257	0.174356	0.00134497	-0.305889	-0.952059	-0.00371764
342559580	-0.41754	-0.121272	0.174356	0.00134502	-0.305866	-0.952066	-0.00371763
350552492	-0.417547	-0.12127	0.174363	0.00135979	-0.305861	-0.952068	-0.00370603
358448369	-0.417552	-0.121262	0.174381	0.00139027	-0.305861	-0.952068	-0.0037015
366452098	-0.417529	-0.121263	0.174344	0.00133595	-0.305861	-0.952068	-0.00372718
374488725	-0.417555	-0.121239	0.174384	0.00138634	-0.305884	-0.952061	-0.00370923
382561706	-0.417542	-0.121255	0.17437	0.00134849	-0.305878	-0.952063	-0.00371006
390439343	-0.417545	-0.121252	0.174378	0.00137318	-0.305878	-0.952063	-0.00370759
398533420	-0.417556	-0.121256	0.174361	0.00137161	-0.305866	-0.952066	-0.0037208
406477542	-0.417546	-0.121254	0.174351	0.00134127	-0.305866	-0.952066	-0.00372529
414538475	-0.417538	-0.121266	0.174366	0.00136018	-0.305849	-0.952072	-0.00372487
422469293	-0.417545	-0.121252	0.174368	0.00136761	-0.305889	-0.952059	-0.00370957
430482682	-0.41755	-0.121236	0.174374	0.001383	-0.305895	-0.952057	-0.00371674
438440046	-0.417546	-0.121262	0.174348	0.00134519	-0.305878	-0.952063	-0.00371756
446527116	-0.417547	-0.121265	0.174352	0.00137171	-0.305878	-0.952063	-0.00370178
454562679	-0.417546	-0.121244	0.174328	0.0013759	-0.305872	-0.952064	-0.00373217
462580111	-0.417536	-0.121247	0.17431	0.00135141	-0.305867	-0.952066	-0.00373457
470463568	-0.417525	-0.121264	0.174297	0.00132089	-0.305861	-0.952068	-0.00371988
478529811	-0.417522	-0.121259	0.174274	0.00132086	-0.305867	-0.952066	-0.00371988
486540051	-0.417541	-0.121254	0.174262	0.00134737	-0.305878	-0.952062	-0.00372309
494560315	-0.417519	-0.121266	0.174247	0.00132248	-0.305861	-0.952068	-0.00372562
502533195	-0.417532	-0.121261	0.174255	0.00137907	-0.305873	-0.952064	-0.00370545
510476898	-0.417529	-0.12127	0.174225	0.00134924	-0.305867	-0.952066	-0.00370975
518493482	-0.417542	-0.121223	0.174208	0.00136861	-0.305896	-0.952057	-0.00374739
526453942	-0.417557	-0.121267	0.174174	0.00138494	-0.305873	-0.952064	-0.00370334
534611778	-0.41753	-0.121264	0.17417	0.00137748	-0.305868	-0.952066	-0.00369966
542572359	-0.417552	-0.121254	0.174126	0.00137001	-0.305874	-0.952064	-0.00371498
550588798	-0.417539	-0.121246	0.174153	0.00138392	-0.305856	-0.952069	-0.00373559
558580694	-0.417555	-0.121266	0.174167	0.00140013	-0.305851	-0.952071	-0.00371058
566571837	-0.417544	-0.121261	0.174126	0.00137208	-0.305868	-0.952066	-0.00372057
574494784	-0.417547	-0.121249	0.174137	0.00139262	-0.305868	-0.952066	-0.00370692
582508558	-0.417559	-0.121252	0.17414	0.00140169	-0.305885	-0.95206	-0.00369736
590440513	-0.417551	-0.121249	0.174106	0.00139268	-0.305885	-0.95206	-0.00370689
598517244	-0.417555	-0.121246	0.174094	0.00143414	-0.305869	-0.952065	-0.00369843
606468227	-0.417539	-0.121258	0.174017	0.00137049	-0.305874	-0.952064	-0.00371477
614490245	-0.417543	-0.121255	0.173988	0.00138933	-0.305875	-0.952064	-0.00371437
622545895	-0.417544	-0.12125	0.173942	0.00137787	-0.305886	-0.95206	-0.00371845
630577914	-0.417541	-0.121268	0.173886	0.00135885	-0.305875	-0.952063	-0.0036999
638478326	-0.417523	-0.121251	0.173861	0.00136332	-0.305875	-0.952063	-0.00373019
646541170	-0.417537	-0.121268	0.173834	0.00138173	-0.305864	-0.952067	-0.00371071
654507032	-0.417546	-0.121251	0.173803	0.00137984	-0.305881	-0.952061	-0.00370505
662502765	-0.417517	-0.121247	0.173778	0.00135354	-0.305881	-0.952061	-0.00372074
670564586	-0.417536	-0.121266	0.173779	0.00136839	-0.305847	-0.952072	-0.00370913
678439198	-0.417528	-0.12125	0.173749	0.00136118	-0.305876	-0.952063	-0.00372434
686552062	-0.417531	-0.121246	0.173743	0.00135179	-0.30587	-0.952065	-0.00373427
694598707	-0.417532	-0.121243	0.173784	0.00138723	-0.305893	-0.952058	-0.00370873
702531984	-0.417545	-0.121252	0.173784	0.00141404	-0.30587	-0.952065	-0.00371209
710451184	-0.417528	-0.121231	0.173762	0.00136859	-0.305893	-0.952058	-0.00372828
718437298	-0.417533	-0.12125	0.173792	0.00141196	-0.305882	-0.952061	-0.00370625
726437109	-0.417542	-0.121252	0.173774	0.00140284	-0.305876	-0.952063	-0.00371608
734487476	-0.417533	-0.121237	0.173766	0.00139175	-0.305882	-0.952061	-0.00373901
742484287	-0.41754	-0.121255	0.173756	0.00136686	-0.305882	-0.952061	-0.00372232
750534501	-0.417553	-0.121258	0.173796	0.00142125	-0.305888	-0.952059	-0.00369661
758443789	-0.417535	-0.121241	0.17377	0.00138593	-0.305882	-0.952061	-0.00372211
766452444	-0.417535	-0.121253	0.173765	0.00137622	-0.30587	-0.952065	-0.00371265
774486566	-0.417539	-0.121252	0.173773	0.00139722	-0.305876	-0.952063	-0.00371808
782618449	-0.417529	-0.121252	0.173775	0.00139757	-0.305842	-0.952074	-0.00373694
790490903	-0.417534	-0.121252	0.173772	0.00139697	-0.30587	-0.952065	-0.00371817
798529940	-0.417544	-0.121253	0.173752	0.00137034	-0.305859	-0.952069	-0.00371475
806499679	-0.417527	-0.121255	0.173753	0.00136118	-0.305864	-0.952067	-0.00372434
814472305	-0.417527	-0.121236	0.173753	0.00136324	-0.305893	-0.952058	-0.00373019
822502200	-0.417539	-0.121255	0.173763	0.00138928	-0.30587	-0.952065	-0.00371433
830491630	-0.417533	-0.121248	0.173777	0.00140457	-0.305865	-0.952067	-0.00372179
838499647	-0.417524	-0.121265	0.173736	0.00136713	-0.30587	-0.952065	-0.00372221
846523868	-0.417524	-0.121253	0.173727	0.0013704	-0.305876	-0.952063	-0.00371472
854511138	-0.417543	-0.121255	0.173729	0.00140068	-0.305859	-0.952068	-0.00371026
862474606	-0.417536	-0.121232	0.173702	0.00138045	-0.305876	-0.952063	-0.00374302
870430256	-0.417538	-0.121235	0.173697	0.00137236	-0.305899	-0.952056	-0.00372034
878428232	-0.417536	-0.121243	0.173663	0.00139375	-0.305871	-0.952065	-0.00372561
886520907	-0.417522	-0.121233	0.173613	0.00137128	-0.305882	-0.952061	-0.00375259
894633839	-0.417528	-0.121238	0.173603	0.00138791	-0.305883	-0.952061	-0.00372768
902557223	-0.417563	-0.121234	0.173582	0.00143327	-0.305895	-0.952057	-0.00371151
910461703	-0.417514	-0.121258	0.173516	0.00134842	-0.305849	-0.952072	-0.00374173
918473576	-0.417527	-0.121239	0.173509	0.00139395	-0.305872	-0.952064	-0.00374448
926465384	-0.417524	-0.12124	0.17346	0.00136187	-0.305883	-0.952061	-0.00374325
934454866	-0.417516	-0.121226	0.173431	0.00136375	-0.305878	-0.952062	-0.0037489
942490443	-0.417523	-0.121245	0.173395	0.0013789	-0.305867	-0.952066	-0.00373716
950613957	-0.417515	-0.12123	0.173368	0.0013578	-0.305907	-0.952053	-0.00373202
958524496	-0.417505	-0.121255	0.173327	0.00135809	-0.305867	-0.952066	-0.0037319
966543284	-0.417517	-0.121241	0.173342	0.00139778	-0.305879	-0.952062	-0.00373674
974494755	-0.417538	-0.121229	0.173321	0.00139458	-0.30589	-0.952058	-0.00374421
982580710	-0.417524	-0.121258	0.17329	0.00136579	-0.305879	-0.952062	-0.00373548
990494124	-0.417506	-0.121243	0.173283	0.00136634	-0.305873	-0.952064	-0.00375426
998541231	-0.417511	-0.121244	0.173284	0.00136791	-0.305873	-0.952064	-0.00374105
6486585	-0.417532	-0.121235	0.173313	0.00140159	-0.305896	-0.952057	-0.00372905
14485793	-0.417519	-0.121242	0.17331	0.00138838	-0.30589	-0.952059	-0.00372743
22507192	-0.417552	-0.121243	0.173317	0.00141109	-0.305896	-0.952057	-0.00371934
30509294	-0.417542	-0.121255	0.173306	0.00139551	-0.305873	-0.952064	-0.00371198
38509998	-0.417528	-0.121233	0.173302	0.00139391	-0.30589	-0.952058	-0.00372546
46575961	-0.41754	-0.121236	0.173294	0.0013805	-0.305902	-0.952055	-0.00372391
54512612	-0.417538	-0.121243	0.173274	0.00137159	-0.305902	-0.952055	-0.00373341
62494675	-0.417536	-0.121249	0.173299	0.00138428	-0.305885	-0.95206	-0.00371598
70501185	-0.417527	-0.121244	0.173276	0.00136161	-0.305902	-0.952055	-0.00372406
78470795	-0.417507	-0.121252	0.173248	0.00133745	-0.305879	-0.952062	-0.00374557
86518850	-0.417528	-0.12124	0.173267	0.00139591	-0.305868	-0.952066	-0.00373106
94654347	-0.417519	-0.121239	0.173243	0.00139617	-0.305879	-0.952062	-0.00373096
102595256	-0.417532	-0.121243	0.173226	0.00138838	-0.305891	-0.952058	-0.00372741
110607906	-0.417557	-0.121229	0.17319	0.00143409	-0.305891	-0.952058	-0.00373009
118607822	-0.417541	-0.12126	0.173151	0.00141891	-0.305852	-0.952071	-0.00372283
126480893	-0.417546	-0.121236	0.173086	0.00140333	-0.305892	-0.952058	-0.00371572
134492595	-0.417515	-0.121247	0.173028	0.00136589	-0.30588	-0.952062	-0.00373537
142497598	-0.417532	-0.121251	0.17299	0.00136409	-0.305875	-0.952063	-0.00372968
150522238	-0.417532	-0.121241	0.172949	0.00136406	-0.305892	-0.952058	-0.00372968
158492388	-0.417513	-0.121222	0.172913	0.0013552	-0.305898	-0.952056	-0.00375813
166511675	-0.417519	-0.121231	0.172867	0.00137583	-0.305876	-0.952063	-0.00374444
174515921	-0.417518	-0.121229	0.172854	0.0013741	-0.305899	-0.952056	-0.00373873
182571514	-0.417499	-0.121223	0.17281	0.00133984	-0.305881	-0.952061	-0.00375092
190595300	-0.417506	-0.121228	0.1728	0.00135141	-0.305899	-0.952056	-0.0037468
198726059	-0.417498	-0.121271	0.172779	0.00135468	-0.305865	-0.952067	-0.00372006
206674836	-0.417518	-0.121242	0.172807	0.00139457	-0.305882	-0.952061	-0.00372509
