61864234	0.0436	-0.0438	-0.2675	0	-0.0009	0.00127
62833938	0.0436	-0.0219	-0.2675	0	-0.0009	0.00127
64798297	0.0436	-0.0219	-0.2675	0	-0.0009	0.00127
65033377	0.0436	-0.0219	-0.2675	0	-0.0009	0.00127
65802374	0.0436	-0.0219	-0.2675	0	-0.0018	0.00127
66823304	0.0218	-0.0219	-0.2675	0	-0.0018	0.00127
67834258	0.0436	0.0219	-0.2675	0	-0.0018	0.00063
68813222	0.0218	0	-0.2675	0	-0.0018	0.00063
69791415	0.0218	0.0219	-0.2675	0	-0.0018	0.00063
70797283	0.0436	0.0219	-0.2675	0	-0.0018	0.00063
71792454	0.0218	0.0219	-0.2675	0	-0.0018	0.00063
72786026	0.0218	0	-0.2675	0	-0.0018	0.00063
73776575	0.0436	0.0219	-0.2675	0	-0.0018	0.00063
74780907	0.0436	0.0219	-0.1337	0.00094	-0.0018	0.00063
75825151	0.0436	0	-0.1337	0.00094	-0.0018	0
76816070	0.0436	0	-0.1337	0.00094	-0.0018	0
77802347	0.0436	0.0219	-0.1337	0.00094	-0.0018	0
78796097	0.0654	0	-0.1337	0.00094	-0.0018	-0.00063
79797917	0.0654	0	-0.1337	0.00094	-0.0018	-0.00063
80794693	0.0654	0	-0.1337	0.00094	-0.0018	0
81782387	0.0654	-0.0219	-0.1337	0.00094	-0.0018	0
82819424	0.0436	-0.0219	-0.1337	0	-0.0018	0
83817136	0.0654	0	-0.1337	0	-0.0018	0
84814721	0.0436	-0.0219	-0.1337	0	-0.0018	0
85807263	0.0654	0	-0.1337	0	-0.0018	0
86793043	0.0436	0	-0.1337	0	-0.0018	-0.00063
87792112	0.0436	0	-0.1337	0	-0.0018	-0.00063
88791108	0.0436	0	-0.1337	0	-0.0018	0
89830826	0.0436	0	-0.1337	0	-0.0018	0
90810850	0.0654	0.0219	-0.1337	0	-0.0018	0
91806428	0.0654	0.0219	-0.1337	0	-0.0018	0
92800525	0.0654	0	-0.1337	0	-0.0018	0
93808220	0.0654	0	-0.1337	0	-0.0018	0
94801230	0.0436	0	-0.1337	-0.00094	-0.0018	0
95834969	0.0436	0	-0.1337	-0.00094	-0.0018	0
96826312	0.0436	0	-0.1337	-0.00094	-0.0018	0
99490297	0.0436	0.0219	-0.1337	-0.00094	-0.0018	-0.00127
99785008	0.0436	0	-0.1337	-0.00094	-0.0018	-0.00063
100802328	0.0436	0.0219	-0.1337	-0.00094	-0.0018	-0.00127
101822801	0.0436	0	-0.1337	-0.00188	-0.0018	-0.00127
102817513	0.0654	0.0219	-0.1337	-0.00188	-0.0018	-0.00127
103833772	0.0654	0.0219	-0.1337	-0.00094	-0.0018	-0.00127
104842055	0.0436	0.0219	-0.2675	-0.00094	-0.00271	-0.00127
105796908	0.0436	0.0219	-0.1337	-0.00094	-0.0018	-0.00127
106824318	0.0436	0	-0.1337	-0.00094	-0.0018	-0.00127
107802110	0.0436	0	-0.1337	-0.00094	-0.00271	-0.0019
108853191	0.0436	0	-0.1337	-0.00094	-0.00271	-0.0019
109830414	0.0436	0	-0.1337	-0.00094	-0.00271	-0.0019
110832063	0.0218	0	-0.1337	-0.00094	-0.00271	-0.0019
111817881	0.0436	0	-0.2675	0	-0.00271	-0.0019
112814787	0.0218	0.0219	-0.1337	-0.00094	-0.0018	-0.00127
113812040	0.0436	0.0219	-0.2675	0	-0.0018	-0.00127
114805456	0.0436	0	-0.2675	0	-0.0018	-0.00063
115856798	0.0436	0	-0.2675	0	-0.0018	-0.00063
116856106	0.0218	0.0219	-0.1337	0.00094	-0.0009	-0.00127
117849325	0.0436	0.0219	-0.2675	0	-0.0018	-0.00063
118832036	0.0436	0	-0.1337	0.00094	-0.0018	-0.00063
119828706	0.0218	0	-0.1337	0.00094	-0.0009	-0.00063
120829838	0.0436	0	-0.1337	0.00094	-0.0009	-0.00063
121820360	0.0436	0	-0.1337	0.00094	-0.0009	-0.00063
122814979	0.0436	0	-0.1337	0.00094	-0.0009	-0.00063
123838650	0.0436	-0.0219	-0.1337	0.00094	-0.0009	-0.00063
124834999	0.0436	-0.0219	-0.1337	0	-0.00271	-0.00063
125849605	0.0436	0	-0.1337	0	-0.0018	-0.00063
126846072	0.0436	-0.0219	-0.1337	0	-0.0018	-0.00063
127821629	0.0436	-0.0219	0	0	-0.0018	-0.00063
128818409	0.0436	-0.0219	0	0	-0.0018	-0.00063
129820564	0.0436	-0.0219	0	0	-0.0018	0
130864980	0.0436	-0.0219	0	-0.00094	-0.00271	0
133668349	0.0436	0	0	0	-0.0018	0
134065337	0.0654	0	0	0	-0.0018	0
134852654	0.0436	-0.0219	0	0	-0.0018	-0.00063
135816400	0.0436	-0.0219	0	0	-0.0018	-0.00063
136813382	0.0654	0	0	-0.00094	-0.00271	-0.00063
137802336	0.0654	0	0	-0.00094	-0.00271	-0.00063
138843693	0.0654	0.0219	0	-0.00094	-0.00271	-0.00127
139849203	0.0654	0	0	-0.00094	-0.00271	-0.00063
140855557	0.0654	0	0	-0.00094	-0.00271	-0.00063
141827828	0.0654	0	0	-0.00094	-0.00271	-0.00063
142821244	0.0654	0.0219	0	-0.00094	-0.00271	-0.00127
144820423	0.0654	0	0	0.00094	-0.00361	-0.00063
145876406	0.0436	0.0219	-0.1337	0	-0.00271	-0.00127
146846215	0.0436	0	-0.1337	0	-0.00271	-0.00127
147843666	0.0436	0	-0.1337	0	-0.00271	-0.00063
148845159	0.0654	0.0219	-0.1337	0	-0.00271	-0.00127
149828994	0.0654	0.0219	-0.1337	0	-0.00271	-0.00127
150836911	0.0436	-0.0219	0	-0.00094	-0.00271	-0.00063
151816398	0.0436	-0.0219	0	-0.00094	-0.00271	-0.00063
152809206	0.0436	-0.0219	-0.1337	0	-0.00271	-0.00063
153870841	0.0436	-0.0219	0	-0.00094	-0.00271	-0.00063
155214513	0.0218	0.0219	0	-0.00094	-0.00271	-0.00127
156062539	0.0436	0	0	-0.00094	-0.00271	-0.00063
156969145	0.0436	0	0	-0.00094	-0.00271	-0.00063
158214887	0.0436	-0.0219	0	-0.00094	-0.00271	0
159177095	0.0436	-0.0219	-0.1337	0	-0.00271	0.00063
159871501	0.0436	0	-0.1337	0	-0.00271	0.00063
